caption,tone,platform,audience,hashtags,topic,cta,engagement_label,source,caption_cleaned,tone_id,platform_id,audience_id,engagement_id
indiantechexpos indiantechtalks techfestindia,Casual,Instagram,Gen Z,indiantechexpos indiantechtalks techfestindia,Technology,Follow for more!,medium,kaggle_instagram,indiantechexpos indiantechtalks techfestindia,0,1,1,2
transfer international technology exchange project,Casual,Instagram,Gen Z,transfer international technology exchange project,Trends,Follow for more!,medium,kaggle_instagram,transfer international technology exchange project,0,1,1,2
growingtogether couplesgoals mutualsupport,Casual,Instagram,Gen Z,growingtogether couplesgoals mutualsupport,Relationships,Follow for more!,medium,kaggle_instagram,growingtogether couplesgoals mutualsupport,0,1,1,2
released single,Casual,Instagram,Gen Z,released single,Motivation,Follow for more!,medium,kaggle_instagram,released single,0,1,1,2
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",Casual,Facebook,Millennials,#StagePassion #SeniorTheater,General,Share your thoughts!,low,kaggle_sentiment,participated local theater production proving stage belongs every age theaterproduction senioractor,0,0,2,1
Your GPA does not define your future. Your grit does. Keep pushing forward 💪,Inspirational,Facebook,Students,#StudentLife #Motivation #CollegeAdvice #GrowthMindset #YouGotThis,General,Share with a student who needs this reminder today 📢,medium,manual,gpa define future grit keep pushing forward,2,0,5,2
bluesmusic bbking muddywaters johnleehooker howlinwolf robertjohnson tajmahal buddyguy ericclapton bonnieraitt,Casual,Instagram,Gen Z,bluesmusic bbking muddywaters johnleehooker howlinwolf robertjohnson tajmahal buddyguy ericclapton bonnieraitt,Music,Follow for more!,medium,kaggle_instagram,bluesmusic bbking muddywaters johnleehooker howlinwolf robertjohnson tajmahal buddyguy ericclapton bonnieraitt,0,1,1,2
platforms sells via wireless download tracker streamingsetup,Casual,Instagram,Gen Z,platforms sells via wireless download tracker streamingsetup,Gaming,Follow for more!,medium,kaggle_instagram,platforms sells via wireless download tracker streamingsetup,0,1,1,2
although,Casual,Instagram,Gen Z,although,Knowledge,Follow for more!,medium,kaggle_instagram,although,0,1,1,2
viral entrepreneur fypシ mindset mentality warriors gymmotivation success selfimprovement motivate,Casual,Instagram,Gen Z,viral entrepreneur fypシ mindset mentality warriors gymmotivation success selfimprovement motivate goatmentality warrior explorepage reels motivation inspiration action dance hustle hardwork living dream sports wealth rich company viralreels,Motivation,Follow for more!,medium,kaggle_instagram,viral entrepreneur fyp mindset mentality warriors gymmotivation success selfimprovement motivate,0,1,1,2
munnabhaimbbs sanjaydutt arshadwarsi bomanirani gracysingh jimmyshergill sunildutt munnabhai circuit munnabhaisequel,Casual,Instagram,Gen Z,munnabhaimbbs sanjaydutt arshadwarsi bomanirani gracysingh jimmyshergill sunildutt munnabhai circuit munnabhaisequel,Cinema,Follow for more!,medium,kaggle_instagram,munnabhaimbbs sanjaydutt arshadwarsi bomanirani gracysingh jimmyshergill sunildutt munnabhai circuit munnabhaisequel,0,1,1,2
Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes,Casual,Facebook,Millennials,#SelfieStruggle #TeenConfessions,General,Share your thoughts!,low,kaggle_sentiment,spent hour choosing perfect filter selfie struggle instagram aesthetic real selfiequeen teenvibes,0,0,2,1
Well Wish — Brand Awareness. Duration: 60 Days,Professional,Instagram,Millennials,,Health,Learn more!,low,kaggle_ads,well wish brand awareness duration 60 days,3,1,2,1
learningjourney learningleaders learningsuccess learningculture,Casual,Instagram,Gen Z,learningjourney learningleaders learningsuccess learningculture,Knowledge,Follow for more!,medium,kaggle_instagram,learningjourney learningleaders learningsuccess learningculture,0,1,1,2
du ha media group ltd bbc sport trendingnow couple,Casual,Instagram,Gen Z,du ha media group ltd bbc sport trendingnow couple,Technology,Follow for more!,medium,kaggle_instagram,du ha media group ltd bbc sport trendingnow couple,0,1,1,2
Pulse Point — Increase Sales. Duration: 60 Days,Professional,Twitter,Gen Z,,Health,Learn more!,low,kaggle_ads,pulse point increase sales duration 60 days,3,3,1,1
Sending love to all my followers on this beautiful day! ❤️,Casual,Twitter,Millennials,#Love #SpreadLove,General,Share your thoughts!,low,kaggle_sentiment,sending love followers beautiful day,0,3,2,1
ravishastri indvseng comedy cricket rohitsharma viratkohli indiancricket englandcricket funnycricket comentry,Casual,Instagram,Gen Z,ravishastri indvseng comedy cricket rohitsharma viratkohli indiancricket englandcricket funnycricket comentry viralreels trending cricketupdates cricketnews iplnews ipl iplupdates wipl,Sports,Follow for more!,medium,kaggle_instagram,ravishastri indvseng comedy cricket rohitsharma viratkohli indiancricket englandcricket funnycricket comentry,0,1,1,2
woodcraftsindia indianwoodwork indianwoodart,Casual,Instagram,Gen Z,woodcraftsindia indianwoodwork indianwoodart,Crafts,Follow for more!,medium,kaggle_instagram,woodcraftsindia indianwoodwork indianwoodart,0,1,1,2
Starting a new fitness challenge tomorrow! 💪,Inspirational,Facebook,Millennials,#FitnessChallenge #NewBeginnings,General,Share your thoughts!,low,kaggle_sentiment,starting new fitness challenge tomorrow,2,0,2,1
cyber cybersaftey cybersecurity podcast,Casual,Instagram,Gen Z,cyber cybersaftey cybersecurity podcast,Technology,Follow for more!,medium,kaggle_instagram,cyber cybersaftey cybersecurity podcast,0,1,1,2
Made with love for your family 🍽️,Casual,Facebook,Parents,#HomeCooking #FamilyMeals #FoodPhotography,Drive Sales,Order Now,high,image_metadata,made love family,0,0,3,0
best unk,Casual,Instagram,Gen Z,best unk,Motivation,Follow for more!,medium,kaggle_instagram,best unk,0,1,1,2
shabarishshetty actor annammadevi annammadevi annammadevi annammatamte annamma karaga karaga famous,Casual,Instagram,Gen Z,shabarishshetty actor annammadevi annammadevi annammadevi annammatamte annamma karaga karaga famous,Spirituality,Follow for more!,medium,kaggle_instagram,shabarishshetty actor annammadevi annammadevi annammadevi annammatamte annamma karaga karaga famous,0,1,1,2
museo mexico city public municipal museums,Casual,Instagram,Gen Z,museo mexico city public municipal museums,Festivals,Follow for more!,medium,kaggle_instagram,museo mexico city public municipal museums,0,1,1,2
firms organizations sells hobby making products tips,Casual,Instagram,Gen Z,firms organizations sells hobby making products tips,Crafts,Follow for more!,medium,kaggle_instagram,firms organizations sells hobby making products tips,0,1,1,2
danceusa dancealliance,Casual,Instagram,Gen Z,danceusa dancealliance,Dance,Follow for more!,medium,kaggle_instagram,danceusa dancealliance,0,1,1,2
social history,Casual,Instagram,Gen Z,social history,Comedy,Follow for more!,medium,kaggle_instagram,social history,0,1,1,2
mohammedsiraj prithvishaw shubmangill yuzvendrachahal hanumavihari ajinkyarahane rahuldravid,Casual,Instagram,Gen Z,mohammedsiraj prithvishaw shubmangill yuzvendrachahal hanumavihari ajinkyarahane rahuldravid,Sports,Follow for more!,medium,kaggle_instagram,mohammedsiraj prithvishaw shubmangill yuzvendrachahal hanumavihari ajinkyarahane rahuldravid,0,1,1,2
Nest Neat — Brand Awareness. Duration: 15 Days,Professional,Instagram,Gen Z,,Home,Learn more!,low,kaggle_ads,nest neat brand awareness duration 15 days,3,1,1,1
knowledgebank knowledgehub,Casual,Instagram,Gen Z,knowledgebank knowledgehub,Knowledge,Follow for more!,medium,kaggle_instagram,knowledgebank knowledgehub,0,1,1,2
rockicons ledzeppelin thebeatles pinkfloyd queen aerosmith gunsnroses jimihendrix thewho thedoors,Casual,Instagram,Gen Z,rockicons ledzeppelin thebeatles pinkfloyd queen aerosmith gunsnroses jimihendrix thewho thedoors,Music,Follow for more!,medium,kaggle_instagram,rockicons ledzeppelin thebeatles pinkfloyd queen aerosmith gunsnroses jimihendrix thewho thedoors,0,1,1,2
international business mba mba mbaplacements business systems iima engineering solutions,Casual,Instagram,Gen Z,international business mba mba mbaplacements business systems iima engineering solutions computer,Education,Follow for more!,medium,kaggle_instagram,international business mba mba mbaplacements business systems iima engineering solutions,0,1,1,2
adult educational interactive interactive digital games interactive,Casual,Instagram,Gen Z,adult educational interactive interactive digital games interactive,Gaming,Follow for more!,medium,kaggle_instagram,adult educational interactive interactive digital games interactive,0,1,1,2
medicine surgery doctors doctorsoftiktok ambulance physician medschool medicine surgeon ems,Casual,Instagram,Gen Z,medicine surgery doctors doctorsoftiktok ambulance physician medschool medicine surgeon ems tiktokdoc tiktokdoctors radiology clinical radiologia emergency emergencyroom specialist pediatrics technician ctscan spinal mri,Healthcare,Follow for more!,medium,kaggle_instagram,medicine surgery doctors doctorsoftiktok ambulance physician medschool medicine surgeon ems,0,1,1,2
technical services,Casual,Instagram,Gen Z,technical services,Motivation,Follow for more!,medium,kaggle_instagram,technical services,0,1,1,2
tour sweden tourism foundation nordic traveller forum,Casual,Instagram,Gen Z,tour sweden tourism foundation nordic traveller forum,Travel,Follow for more!,medium,kaggle_instagram,tour sweden tourism foundation nordic traveller forum,0,1,1,2
management company internet hot spot app online findinglove network,Casual,Instagram,Gen Z,management company internet hot spot app online findinglove network,Relationships,Follow for more!,medium,kaggle_instagram,management company internet hot spot app online findinglove network,0,1,1,2
formula ferrari mclaren reels reelsvideo reelsinstagram edit fyp viral goviral,Casual,Instagram,Gen Z,formula ferrari mclaren reels reelsvideo reelsinstagram edit fyp viral goviral like keşfet keşfetedüş wojak lewishamilton maxverstappen,Technology,Follow for more!,medium,kaggle_instagram,formula ferrari mclaren reels reelsvideo reelsinstagram edit fyp viral goviral,0,1,1,2
Vigor Valley — Increase Sales. Duration: 60 Days,Professional,Instagram,Professionals,,Health,Learn more!,low,kaggle_ads,vigor valley increase sales duration 60 days,3,1,4,1
river viaduct tunnel system public transportation system iron bridge,Casual,Instagram,Gen Z,river viaduct tunnel system public transportation system iron bridge,Business,Follow for more!,medium,kaggle_instagram,river viaduct tunnel system public transportation system iron bridge,0,1,1,2
A day in my life as a student: wake up tired go to class tired come home tired sleep tired repeat 💀,Humorous,Instagram,Students,#StudentLife #CollegeLife #Relatable #TiredAllTheTime #FYP,General,Comment if this is your life too 😭,high,manual,day life student wake tired go class tired come home tired sleep tired repeat,1,1,5,0
instagramgrowth howtogoviral viraltips viralvideotips,Casual,Instagram,Gen Z,instagramgrowth howtogoviral viraltips viralvideotips,Education,Follow for more!,medium,kaggle_instagram,instagramgrowth howtogoviral viraltips viralvideotips,0,1,1,2
white white chessgame plain white rook chess black rhodes,Casual,Instagram,Gen Z,white white chessgame plain white rook chess black rhodes,Sports,Follow for more!,medium,kaggle_instagram,white white chessgame plain white rook chess black rhodes,0,1,1,2
Reverence for the historical significance of a landmark.,Casual,Twitter,Millennials,#Reverence #HistoricalSite,General,Share your thoughts!,low,kaggle_sentiment,reverence historical significance landmark,0,3,2,1
christianity christianfaith christianbelief christianpath,Casual,Instagram,Gen Z,christianity christianfaith christianbelief christianpath,Spirituality,Follow for more!,medium,kaggle_instagram,christianity christianfaith christianbelief christianpath,0,1,1,2
web project,Casual,Instagram,Gen Z,web project,Photography,Follow for more!,medium,kaggle_instagram,web project,0,1,1,2
looked cricketindia five winners trophy zimbabwe worldcupfinal final match,Casual,Instagram,Gen Z,looked cricketindia five winners trophy zimbabwe worldcupfinal final match,Sports,Follow for more!,medium,kaggle_instagram,looked cricketindia five winners trophy zimbabwe worldcupfinal final match,0,1,1,2
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride.",Casual,Instagram,Millennials,#Thrill #WildHeartRide,General,Share your thoughts!,medium,kaggle_sentiment,carnival emotions rollercoaster thrill sends heart wild ride,0,1,2,2
doctors mbbs medico handwriting academia reelitfeelit trendingreels,Casual,Instagram,Gen Z,doctors mbbs medico handwriting academia reelitfeelit trendingreels,Education,Follow for more!,medium,kaggle_instagram,doctors mbbs medico handwriting academia reelitfeelit trendingreels,0,1,1,2
"Shattered by betrayal, trust crumbles like fragile glass.",Casual,Twitter,Millennials,#Betrayal #ShatteredTrust,General,Share your thoughts!,low,kaggle_sentiment,shattered betrayal trust crumbles like fragile glass,0,3,2,1
Cyber Circuit — Brand Awareness. Duration: 45 Days,Professional,Instagram,Gen Z,,Technology,Learn more!,low,kaggle_ads,cyber circuit brand awareness duration 45 days,3,1,1,1
stemindia,Casual,Instagram,Gen Z,stemindia,Technology,Follow for more!,medium,kaggle_instagram,stemindia,0,1,1,2
The exact resume format that got me 5 callbacks in 2 weeks as a fresh graduate 📄✅,Professional,Instagram,Students,#ResumeTips #JobSearch #GraduateLife #CareerTok #StudentToEmployee,General,Save this NOW and use it for your next application 📌,high,manual,exact resume format got callbacks weeks fresh graduate,3,1,5,0
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",Casual,Facebook,Millennials,#DebateWarrior #HighSchoolDebater,General,Share your thoughts!,low,kaggle_sentiment,joined school debate team words weapons ready battle,0,0,2,1
sold cats buddy dogg born puppy doglife,Casual,Instagram,Gen Z,sold cats buddy dogg born puppy doglife,Animals,Follow for more!,medium,kaggle_instagram,sold cats buddy dogg born puppy doglife,0,1,1,2
iplonjiocinema iplonjiocinema,Casual,Instagram,Gen Z,iplonjiocinema iplonjiocinema,Sports,Follow for more!,medium,kaggle_instagram,iplonjiocinema iplonjiocinema,0,1,1,2
Look how far we've come 🙏,Casual,Facebook,Millennials,#Throwback #BrandJourney #FromTheBeginning,Brand Storytelling,Share Your Story,medium,image_metadata,look far come,0,0,2,2
fishkeeping betta fishtank aquarium petfish,Casual,Instagram,Gen Z,fishkeeping betta fishtank aquarium petfish,Animals,Follow for more!,medium,kaggle_instagram,fishkeeping betta fishtank aquarium petfish,0,1,1,2
indianmobility,Casual,Instagram,Gen Z,indianmobility,Fitness,Follow for more!,medium,kaggle_instagram,indianmobility,0,1,1,2
rabbits rabbitlovers rabbitcommunity rabbitbreeds rabbitinspo rabbitgoals rabbitpets lionheadrabbit,Casual,Instagram,Gen Z,rabbits rabbitlovers rabbitcommunity rabbitbreeds rabbitinspo rabbitgoals rabbitpets lionheadrabbit,Animals,Follow for more!,medium,kaggle_instagram,rabbits rabbitlovers rabbitcommunity rabbitbreeds rabbitinspo rabbitgoals rabbitpets lionheadrabbit,0,1,1,2
Suffering from despair after another setback.,Casual,Twitter,Millennials,#Despair #Struggle,General,Share your thoughts!,low,kaggle_sentiment,suffering despair another setback,0,3,2,1
Decor Dreams — Increase Sales. Duration: 15 Days,Professional,Twitter,Gen Z,,Home,Learn more!,low,kaggle_ads,decor dreams increase sales duration 15 days,3,3,1,1
butterflies butterflyrescue butterflylovers,Casual,Instagram,Gen Z,butterflies butterflyrescue butterflylovers,Wildlife,Follow for more!,medium,kaggle_instagram,butterflies butterflyrescue butterflylovers,0,1,1,2
wordoftheday vocabulary englishleaening fyp foryoupage wordoftheweek booktok words wordsofwisdom dailywords,Casual,Instagram,Gen Z,wordoftheday vocabulary englishleaening fyp foryoupage wordoftheweek booktok words wordsofwisdom dailywords vocab aestheticwords beautifulwords dictionary wordgasm rarewords quotestagram quotes lifequotes trendingaudio viralreels writers writersofindia writing readers poetry valentinesday,Education,Follow for more!,medium,kaggle_instagram,wordoftheday vocabulary englishleaening fyp foryoupage wordoftheweek booktok words wordsofwisdom dailywords,0,1,1,2
Elation after a surprise reunion with a childhood friend.,Casual,Facebook,Millennials,#Elation #FriendshipReunion,General,Share your thoughts!,medium,kaggle_sentiment,elation surprise reunion childhood friend,0,0,2,2
"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Casual,Twitter,Millennials,#Serenity #MoonlitSerenade,General,Share your thoughts!,low,kaggle_sentiment,lost symphony night moonlit serenade whispers tales wanderlust moonlit dreams,0,3,2,1
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds.",Casual,Facebook,Millennials,#Determination #CyclingChampion,General,Share your thoughts!,medium,kaggle_sentiment,cycling world championship climber conquers challenging terrains symbolizing determination achievement odds,0,0,2,2
fusiondance fusiondancers fusiondanceart,Casual,Instagram,Gen Z,fusiondance fusiondancers fusiondanceart,Dance,Follow for more!,medium,kaggle_instagram,fusiondance fusiondancers fusiondanceart,0,1,1,2
Style Sphere — Brand Awareness. Duration: 30 Days,Professional,Facebook,Millennials,,Fashion,Learn more!,low,kaggle_ads,style sphere brand awareness duration 30 days,3,0,2,1
speaking christian hymn,Casual,Instagram,Gen Z,speaking christian hymn,Fitness,Follow for more!,medium,kaggle_instagram,speaking christian hymn,0,1,1,2
"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Casual,Facebook,Millennials,#Determination #AchieveTheImpossible,General,Share your thoughts!,low,kaggle_sentiment,facing challenges head determination fuels fire within achieve impossible,0,0,2,1
achyuthkumar avinash doddanna sadhukokila rangayanaraghu sundarraj chandrashekar brahmaji rameshbhat kashi,Casual,Instagram,Gen Z,achyuthkumar avinash doddanna sadhukokila rangayanaraghu sundarraj chandrashekar brahmaji rameshbhat kashi,Cinema,Follow for more!,medium,kaggle_instagram,achyuthkumar avinash doddanna sadhukokila rangayanaraghu sundarraj chandrashekar brahmaji rameshbhat kashi,0,1,1,2
Experimenting with a new hair color. A bold change for a bold semester!,Casual,Instagram,Millennials,#HairExperiment #HighSchoolStyle,General,Share your thoughts!,low,kaggle_sentiment,experimenting new hair color bold change bold semester,0,1,2,1
occasional involvement crime,Casual,Instagram,Gen Z,occasional involvement crime,Cinema,Follow for more!,medium,kaggle_instagram,occasional involvement crime,0,1,1,2
one product information technology industrial brand product,Casual,Instagram,Gen Z,one product information technology industrial brand product,Technology,Follow for more!,medium,kaggle_instagram,one product information technology industrial brand product,0,1,1,2
russian news online index table online photos,Casual,Instagram,Gen Z,russian news online index table online photos,Food,Follow for more!,medium,kaggle_instagram,russian news online index table online photos,0,1,1,2
insta réel instagram explore reelsinstagram kidney,Casual,Instagram,Gen Z,insta réel instagram explore reelsinstagram kidney,Healthcare,Follow for more!,medium,kaggle_instagram,insta el instagram explore reelsinstagram kidney,0,1,1,2
indianai aistartupsindia,Casual,Instagram,Gen Z,indianai aistartupsindia,Technology,Follow for more!,medium,kaggle_instagram,indianai aistartupsindia,0,1,1,2
reelsinstagram reelitfeelit viralreels viral trending trendingreels influencer superbikes sbk kawasaki,Casual,Instagram,Gen Z,reelsinstagram reelitfeelit viralreels viral trending trendingreels influencer superbikes sbk kawasaki zx bmw rr biker bikelovers superbikesgram follow theokayrider explore exploremore shotoniphone,Trends,Follow for more!,medium,kaggle_instagram,reelsinstagram reelitfeelit viralreels viral trending trendingreels influencer superbikes sbk kawasaki,0,1,1,2
air hotel home tour india tourism trust house,Casual,Instagram,Gen Z,air hotel home tour india tourism trust house,Travel,Follow for more!,medium,kaggle_instagram,air hotel home tour india tourism trust house,0,1,1,2
barkhakimummy tadow indianparents desiprents indianmoms moms,Casual,Instagram,Gen Z,barkhakimummy tadow indianparents desiprents indianmoms moms,Relationships,Follow for more!,medium,kaggle_instagram,barkhakimummy tadow indianparents desiprents indianmoms moms,0,1,1,2
babaramdev babaramdevji stockmarket patanjali cnbcaawaz cnbctv cnbctv clutterbreakers investing viralreels,Casual,Instagram,Gen Z,babaramdev babaramdevji stockmarket patanjali cnbcaawaz cnbctv cnbctv clutterbreakers investing viralreels reelsinstagram viralvideos,Society,Follow for more!,medium,kaggle_instagram,babaramdev babaramdevji stockmarket patanjali cnbcaawaz cnbctv cnbctv clutterbreakers investing viralreels,0,1,1,2
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",Casual,Twitter,Millennials,#AgingGracefully #Memories,General,Share your thoughts!,medium,kaggle_sentiment,reflecting lifetime memories wrinkle tells story embracing beauty aging lifereflections beautyinaging,0,3,2,2
indiandebates,Casual,Instagram,Gen Z,indiandebates,Society,Follow for more!,medium,kaggle_instagram,indiandebates,0,1,1,2
Decor Dreams — Market Expansion. Duration: 30 Days,Professional,Twitter,Professionals,,Home,Learn more!,low,kaggle_ads,decor dreams market expansion duration 30 days,3,3,4,1
refinedsalt salt seasalt potassium magnesium calcium traceminerals health refined sodiumchloride,Casual,Instagram,Gen Z,refinedsalt salt seasalt potassium magnesium calcium traceminerals health refined sodiumchloride freeflowingsalt sea rocksalt goodhealth kannadareels nutritionreels seasaltisbest,Healthcare,Follow for more!,medium,kaggle_instagram,refinedsalt salt seasalt potassium magnesium calcium traceminerals health refined sodiumchloride,0,1,1,2
grandparents grandma grandpa grandparentsday familylegacy ancestry familyhistory,Casual,Instagram,Gen Z,grandparents grandma grandpa grandparentsday familylegacy ancestry familyhistory,Relationships,Follow for more!,medium,kaggle_instagram,grandparents grandma grandpa grandparentsday familylegacy ancestry familyhistory,0,1,1,2
fire station boatvsapple dal,Casual,Instagram,Gen Z,fire station boatvsapple dal,Technology,Follow for more!,medium,kaggle_instagram,fire station boatvsapple dal,0,1,1,2
Pulse Point — Market Expansion. Duration: 15 Days,Professional,Twitter,Professionals,,Health,Learn more!,low,kaggle_ads,pulse point market expansion duration 15 days,3,3,4,1
Domestic Dream — Market Expansion. Duration: 45 Days,Professional,Twitter,Professionals,,Home,Learn more!,low,kaggle_ads,domestic dream market expansion duration 45 days,3,3,4,1
explore kannadamemes kannadatrolls,Casual,Instagram,Gen Z,explore kannadamemes kannadatrolls,Comedy,Follow for more!,medium,kaggle_instagram,explore kannadamemes kannadatrolls,0,1,1,2
love telugu film,Casual,Instagram,Gen Z,love telugu film,Relationships,Follow for more!,medium,kaggle_instagram,love telugu film,0,1,1,2
maiib maiibeducation studyabroad studentlife meme funny pov careerhelp careercoach ieltsindia,Casual,Instagram,Gen Z,maiib maiibeducation studyabroad studentlife meme funny pov careerhelp careercoach ieltsindia tofelindia infosession education freedom potential skills career success students empowerment,Education,Follow for more!,medium,kaggle_instagram,maiib maiibeducation studyabroad studentlife meme funny pov careerhelp careercoach ieltsindia,0,1,1,2
rcbfans rcbforever rcbmemes rcbtrolls rcblovers rcbreels rcbfanarmy rcbunbox rcb thmanarmy,Casual,Instagram,Gen Z,rcbfans rcbforever rcbmemes rcbtrolls rcblovers rcbreels rcbfanarmy rcbunbox rcb thmanarmy,Sports,Follow for more!,medium,kaggle_instagram,rcbfans rcbforever rcbmemes rcbtrolls rcblovers rcbreels rcbfanarmy rcbunbox rcb thmanarmy,0,1,1,2
exams de instareels humor,Casual,Instagram,Gen Z,exams de instareels humor,Education,Follow for more!,medium,kaggle_instagram,exams de instareels humor,0,1,1,2
youtube news digital software youtube reviews independent records facebook reels,Casual,Instagram,Gen Z,youtube news digital software youtube reviews independent records facebook reels videos,Relationships,Follow for more!,medium,kaggle_instagram,youtube news digital software youtube reviews independent records facebook reels,0,1,1,2
sportsinjury sportsrecovery sportstherapy sportsmassage sportsphysio sportsnutrition sportshydration sportsdiet sportshealth,Casual,Instagram,Gen Z,sportsinjury sportsrecovery sportstherapy sportsmassage sportsphysio sportsnutrition sportshydration sportsdiet sportshealth,Sports,Follow for more!,medium,kaggle_instagram,sportsinjury sportsrecovery sportstherapy sportsmassage sportsphysio sportsnutrition sportshydration sportsdiet sportshealth,0,1,1,2
physicaltherapy,Casual,Instagram,Gen Z,physicaltherapy,Healthcare,Follow for more!,medium,kaggle_instagram,physicaltherapy,0,1,1,2
ethnic group,Casual,Instagram,Gen Z,ethnic group,Technology,Follow for more!,medium,kaggle_instagram,ethnic group,0,1,1,2
tabletennis indiantt manikabatra harmeetdesai madhurikapatkar sreejaakula sathiyan soumyajitghosh,Casual,Instagram,Gen Z,tabletennis indiantt manikabatra harmeetdesai madhurikapatkar sreejaakula sathiyan soumyajitghosh,Sports,Follow for more!,medium,kaggle_instagram,tabletennis indiantt manikabatra harmeetdesai madhurikapatkar sreejaakula sathiyan soumyajitghosh,0,1,1,2
life plus,Casual,Instagram,Gen Z,life plus,Fitness,Follow for more!,medium,kaggle_instagram,life plus,0,1,1,2
Domestic Dream — Product Launch. Duration: 15 Days,Professional,Twitter,Gen Z,,Home,Learn more!,low,kaggle_ads,domestic dream product launch duration 15 days,3,3,1,1
indianfestivals diwali holi navratri eid durgapuja ganeshchaturthi pongal makarsankranti onam,Casual,Instagram,Gen Z,indianfestivals diwali holi navratri eid durgapuja ganeshchaturthi pongal makarsankranti onam,Festivals,Follow for more!,medium,kaggle_instagram,indianfestivals diwali holi navratri eid durgapuja ganeshchaturthi pongal makarsankranti onam,0,1,1,2
meghanaraj amulya radhikapandit priyamani ramya bhavana shraddhasrinath aindritaray niveditha raginidwivedi,Casual,Instagram,Gen Z,meghanaraj amulya radhikapandit priyamani ramya bhavana shraddhasrinath aindritaray niveditha raginidwivedi,Cinema,Follow for more!,medium,kaggle_instagram,meghanaraj amulya radhikapandit priyamani ramya bhavana shraddhasrinath aindritaray niveditha raginidwivedi,0,1,1,2
netflix netflixkorea trendingreels netflixkdrama koreandrama kdrama ongoingdrama leejaewook spinmatchcasino spinmatch,Casual,Instagram,Gen Z,netflix netflixkorea trendingreels netflixkdrama koreandrama kdrama ongoingdrama leejaewook spinmatchcasino spinmatch sportsfedwin spinmatchvi spinmatchmt rtcads,Cinema,Follow for more!,medium,kaggle_instagram,netflix netflixkorea trendingreels netflixkdrama koreandrama kdrama ongoingdrama leejaewook spinmatchcasino spinmatch,0,1,1,2
prom outfit styletips outfitinspo styleinspo suit suits dressup fashionstyle styles,Casual,Instagram,Gen Z,prom outfit styletips outfitinspo styleinspo suit suits dressup fashionstyle styles grwm suitup,Fashion,Follow for more!,medium,kaggle_instagram,prom outfit styletips outfitinspo styleinspo suit suits dressup fashionstyle styles,0,1,1,2
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization.",Casual,Instagram,Millennials,#Exploration #KhmerStories,General,Share your thoughts!,low,kaggle_sentiment,exploring ancient ruins angkor wat stone whispering stories khmer civilization,0,1,2,1
especially next town shri baba krishna ba kali temple,Casual,Instagram,Gen Z,especially next town shri baba krishna ba kali temple,Spirituality,Follow for more!,medium,kaggle_instagram,especially next town shri baba krishna ba kali temple,0,1,1,2
former editor,Casual,Instagram,Gen Z,former editor,Knowledge,Follow for more!,medium,kaggle_instagram,former editor,0,1,1,2
major tours canadianrock festival canada usa,Casual,Instagram,Gen Z,major tours canadianrock festival canada usa,Music,Follow for more!,medium,kaggle_instagram,major tours canadianrock festival canada usa,0,1,1,2
Excitement for a quiet evening with a good book.,Casual,Instagram,Millennials,#Excitement #BookTime,General,Share your thoughts!,low,kaggle_sentiment,excitement quiet evening good book,0,1,2,1
karnataka bengaluru shivamogga udupi hosanagara,Casual,Instagram,Gen Z,karnataka bengaluru shivamogga udupi hosanagara,Travel,Follow for more!,medium,kaggle_instagram,karnataka bengaluru shivamogga udupi hosanagara,0,1,1,2
forestwildlife forestsanctuary foresttourism forestresearch forestanimals,Casual,Instagram,Gen Z,forestwildlife forestsanctuary foresttourism forestresearch forestanimals,Wildlife,Follow for more!,medium,kaggle_instagram,forestwildlife forestsanctuary foresttourism forestresearch forestanimals,0,1,1,2
Gadget Giants — Brand Awareness. Duration: 15 Days,Professional,Instagram,Millennials,,Technology,Learn more!,low,kaggle_ads,gadget giants brand awareness duration 15 days,3,1,2,1
Mode Maven — Market Expansion. Duration: 45 Days,Professional,Instagram,Professionals,,Fashion,Learn more!,low,kaggle_ads,mode maven market expansion duration 45 days,3,1,4,1
Homely Haven — Brand Awareness. Duration: 15 Days,Professional,Twitter,Professionals,,Home,Learn more!,low,kaggle_ads,homely brand awareness duration 15 days,3,3,4,1
Enjoying a cup of tea and watching the sunset.,Inspirational,Twitter,Millennials,#TeaTime #Sunset,General,Share your thoughts!,low,kaggle_sentiment,enjoying cup tea watching sunset,2,3,2,1
india infobite informationbite reporter live abuse tongue slip funny laugh,Casual,Instagram,Gen Z,india infobite informationbite reporter live abuse tongue slip funny laugh oops viral video trending viralvideo cnbc patanjali currentaffairs news bharat,Society,Follow for more!,medium,kaggle_instagram,india infobite informationbite reporter live abuse tongue slip funny laugh,0,1,1,2
